token_1,ws,token_2,count
),1_NL_4_SP,int,2
;,2_NL_41_SP,COMMENT,2
),1_NL_16_SP,IDENTIFIER,2
",",1_NL_50_SP,AT,1
{,1_NL_54_SP,if,1
;,1_NL_8_SP,import,28
},2_NL_4_SP,public,142
},1_NL_8_SP,},28
;,4_SP,},90
return,1_SP,;,12
COMMENT,3_NL,return,1
{,4_NL,AT,1
;,3_NL,super,4
COMMENT,2_NL_8_SP,int,3
),1_NL_16_SP,?,2
COMMENT,4_NL_4_SP,},2
;,2_NL_1_SP,return,1
;,4_NL,return,4
COMMENT,2_NL_8_SP,for,3
COMMENT,3_NL_4_SP,AT,1
{,4_NL_4_SP,COMMENT,1
),1_NL_12_SP,.,30
return,1_NL_8_SP,new,36
{,1_NL_1_TB,float,4
;,3_NL,protected,7
{,1_NL_56_TB,for,2
=,1_NL_1_TB,new,11
;,1_NL_1_TB,public,5
;,2_NL_1_TB,transient,2
;,2_NL_1_TB,void,2
{,1_NL_1_TB,char,14
{,1_NL_30_TB,super,1
{,2_NL_30_TB,this,1
{,2_NL_32_TB,if,1
),1_NL_2_TB,continue,1
+=,2_SP,IDENTIFIER,1
;,1_NL_1_TB,private,1
),1_NL_16_SP,:,2
/,1_SP,this,20
IDENTIFIER,1_NL_8_SP,|,6
",",1_NL_46_SP,int,1
),1_NL_38_SP,throws,1
",",1_NL_54_SP,int,1
),1_NL_46_SP,throws,1
",",1_NL_49_SP,int,1
),1_NL_41_SP,throws,2
:,1_NL_4_SP,continue,1
),1_NL_45_SP,throws,4
),1_NL_32_SP,throws,3
{,1_NL_58_SP,IDENTIFIER,4
),1_NL_30_SP,throws,14
*,1_SP,++,1
{,1_NL_51_SP,IDENTIFIER,1
IDENTIFIER,1_NL_9_SP,&&,1
{,1_NL_5_SP,IDENTIFIER,2
{,1_NL_19_SP,int,1
{,1_NL_11_SP,IDENTIFIER,2
instanceof,2_SP,IDENTIFIER,3
;,2_NL_35_SP,private,1
},1_SP,",",2
;,0_None,EOF,4
{,1_NL_1_TB,super,5
=,0_None,new,12
import,1_NL_1_TB,IDENTIFIER,5
;,1_NL_1_SP,public,5
=,1_NL_4_TB,new,1
;,1_NL_4_TB,COMMENT,2
.,1_NL_42_SP,IDENTIFIER,5
;,1_NL_42_SP,import,5
import,1_NL_4_SP,IDENTIFIER,5
;,1_NL_4_SP,import,3
;,1_NL_16_TB,IDENTIFIER,1
=,1_NL_15_SP,new,1
;,1_NL_15_TB,COMMENT,1
.,1_NL_40_SP,IDENTIFIER,2
;,1_NL_40_SP,import,2
COMMENT,1_NL_2_SP,AT,2
),1_NL_2_SP,COMMENT,1
COMMENT,1_NL_2_SP,private,2
=,1_NL_11_SP,new,1
=,1_NL_10_SP,(,2
import,1_NL_5_SP,IDENTIFIER,1
;,1_NL_5_SP,import,1
COMMENT,1_NL_1_SP,COMMENT,18
COMMENT,2_NL_1_TB,AT,1
+,1_NL_23_SP,STRING_LITERAL,1
=,1_NL_23_SP,STRING_LITERAL,1
;,1_NL_23_TB,IDENTIFIER,1
=,1_NL_24_SP,new,1
;,1_NL_24_TB,COMMENT,1
import,1_NL,IDENTIFIER,1
=,1_NL_3_SP,new,1
;,1_NL_3_TB,COMMENT,2
=,1_NL_4_TB,new,1
;,1_NL_4_SP,COMMENT,2
=,1_NL_4_TB,(,1
=,1_NL_3_TB,new,1
=,1_NL_5_TB,new,1
;,1_NL_5_TB,IDENTIFIER,1
import,1_NL_3_SP,IDENTIFIER,1
;,1_NL_3_SP,public,1
=,1_NL_29_SP,new,1
;,1_NL_29_SP,COMMENT,1
=,1_NL_19_SP,(,1
;,1_NL_19_SP,COMMENT,5
COMMENT,1_NL_3_SP,void,89
COMMENT,1_NL_3_SP,boolean,22
;,2_NL_2_SP,COMMENT,4
COMMENT,1_NL_3_SP,float,10
",",1_NL_2_TB,boolean,8
COMMENT,1_NL_3_SP,double,2
;,6_NL,COMMENT,1
COMMENT,1_NL_3_SP,long,1
this,1_NL_4_SP,:,1
*,1_SP,super,3
COMMENT,81_SP,;,1
;,2_NL_81_SP,COMMENT,1
COMMENT,1_NL_6_SP,},1
COMMENT,1_NL,NULL_LITERAL,6
:,1_NL_2_SP,final,3
COMMENT,1_NL_45_SP,COMMENT,2
COMMENT,1_NL_45_SP,public,2
^,1_SP,this,1
",",1_NL_2_TB,STRING_LITERAL,14
;,2_NL_1_TB,case,26
;,2_NL_1_TB,default,6
{,1_NL_12_TB,IDENTIFIER,2
),1_NL_1_TB,return,8
{,2_NL_7_TB,if,6
{,2_NL_1_TB,double,15
{,1_NL_1_TB,double,11
{,2_NL_3_TB,int,2
",",1_NL_2_TB,this,4
;,3_NL_3_TB,this,4
;,2_NL_1_TB,this,5
",",1_NL_5_TB,AT,1
{,2_NL_4_TB,if,1
&&,2_SP,(,1
",",1_NL_9_TB,IDENTIFIER,1
{,1_NL_8_TB,super,1
STRING_LITERAL,1_NL_2_TB,:,1
;,1_NL_2_TB,switch,2
{,1_NL_2_TB,STRING_LITERAL,2
STRING_LITERAL,1_NL_2_TB,},2
",",1_NL_16_SP,long,24
{,2_NL_12_SP,IDENTIFIER,70
BOOL_LITERAL,1_NL_16_SP,&&,15
",",1_NL_16_SP,this,45
",",1_NL_16_SP,final,17
(,1_NL_16_SP,this,15
",",1_NL_16_SP,super,15
this,1_NL_16_SP,.,15
),1_NL_4_SP,for,11
),1_NL_4_SP,if,21
COMMENT,1_NL_43_SP,COMMENT,15
COMMENT,1_NL_43_SP,COMMENT,15
COMMENT,1_NL_82_SP,COMMENT,15
COMMENT,2_NL_82_SP,COMMENT,15
",",1_NL_16_SP,boolean,25
{,1_NL_12_SP,super,20
(,1_NL_16_SP,new,6
{,2_NL_12_SP,COMMENT,9
volatile,1_SP,private,12
synchronized,1_SP,public,44
synchronized,1_SP,private,4
{,1_NL_12_SP,try,12
",",1_NL_16_SP,AT,8
),1_NL_16_SP,||,6
:,1_NL_4_SP,AT,8
),1_NL_16_SP,+,13
NULL_LITERAL,1_SP,&,14
),1_NL_16_SP,&&,3
{,2_NL_12_SP,try,1
+,1_SP,!,4
;,2_NL_16_SP,for,4
{,1_NL_12_SP,for,6
{,1_NL_12_SP,final,4
{,2_NL_12_SP,final,5
;,2_NL_4_SP,while,6
IDENTIFIER,1_NL_16_SP,||,6
{,2_NL_12_SP,boolean,1
BOOL_LITERAL,1_SP,&&,2
;,1_NL_16_SP,throw,6
{,2_NL_12_SP,for,2
COMMENT,1_NL_47_SP,COMMENT,1
COMMENT,1_NL_47_SP,IDENTIFIER,1
else,1_NL_4_SP,break,1
(,2_NL,IDENTIFIER,2
finally,2_NL,{,1
+=,1_SP,new,1
;,1_NL_16_SP,(,1
>,1_SP,++,1
;,1_NL_43_SP,if,1
{,0_None,BOOL_LITERAL,2
BOOL_LITERAL,0_None,},2
->,1_NL_13_SP,{,2
",",1_NL_31_SP,NULL_LITERAL,1
;,2_NL_20_SP,AT,1
;,2_NL_25_SP,IDENTIFIER,2
;,2_NL_29_SP,IDENTIFIER,3
",",1_NL_8_SP,(,7
STRING_LITERAL,2_NL_22_SP,),1
),1_NL_1_SP,{,7
",",1_NL_18_SP,boolean,1
IDENTIFIER,1_NL_39_SP,{,1
),1_NL_43_SP,.,1
;,1_NL_43_SP,switch,1
->,1_NL_41_SP,IDENTIFIER,1
&,1_SP,-,2
",",1_NL_27_SP,STRING_LITERAL,1
IDENTIFIER,1_NL_44_SP,{,1
+,1_NL_20_SP,IDENTIFIER,1
;,1_NL_28_SP,throw,1
?,1_SP,byte,1
class,1_SP,:,8
:,1_SP,byte,1
?,1_SP,char,1
:,1_SP,char,1
?,1_SP,short,1
:,1_SP,short,1
?,1_SP,int,1
:,1_SP,int,1
?,1_SP,long,1
:,1_SP,long,1
?,1_SP,float,1
:,1_SP,float,1
?,1_SP,double,1
:,1_SP,double,1
?,1_SP,boolean,1
:,1_SP,boolean,1
STRING_LITERAL,1_NL_35_SP,+,2
;,1_NL_35_SP,private,1
:,1_NL_21_SP,STRING_LITERAL,1
;,2_NL_25_SP,if,3
;,1_NL_58_SP,},1
->,1_SP,super,4
",",1_NL_29_SP,STRING_LITERAL,4
;,2_NL_29_SP,if,1
STRING_LITERAL,1_NL_22_SP,),3
IDENTIFIER,1_NL,synchronized,1
?,1_NL_21_SP,new,1
;,1_NL_34_SP,case,1
;,1_NL_20_SP,case,2
;,1_NL_20_SP,default,2
IDENTIFIER,1_NL_17_SP,?,1
IDENTIFIER,1_NL_33_SP,{,1
;,1_NL_61_SP,private,1
>,2_SP,implements,1
",",1_NL_8_SP,NULL_LITERAL,2
),1_NL_16_SP,AT,1
?,1_NL_13_SP,IDENTIFIER,1
==,1_SP,!,2
IDENTIFIER,2_SP,COMMENT,1
COMMENT,1_NL_35_SP,+,1
COMMENT,2_NL_35_SP,private,1
),1_NL_52_SP,.,1
volatile,1_SP,double,1
assert,1_SP,INTEGER_LITERAL,3
;,2_NL_16_SP,this,10
?,1_NL_23_SP,IDENTIFIER,2
/=,1_SP,DECIMAL_LITERAL,2
),1_NL_31_SP,throws,14
",",1_NL_38_SP,new,1
;,2_NL_32_SP,return,1
;,1_NL_35_SP,return,5
;,2_NL_35_SP,return,3
",",1_NL_32_SP,STRING_LITERAL,1
),1_NL_23_SP,?,2
->,1_NL_45_SP,{,1
INTEGER_LITERAL,1_SP,>=,3
|,1_NL_15_SP,IDENTIFIER,1
||,1_NL,COMMENT,1
",",1_NL_15_SP,long,1
;,2_NL_29_SP,private,1
",",1_NL_14_SP,STRING_LITERAL,1
;,2_NL_14_SP,private,1
),1_NL_30_SP,.,3
;,1_NL_30_SP,return,1
],1_NL_19_SP,:,1
;,2_NL_30_SP,return,1
",",1_NL_31_SP,STRING_LITERAL,1
;,1_NL_41_SP,private,2
IDENTIFIER,1_NL_40_SP,:,1
;,1_NL_40_SP,for,1
COMMENT,2_NL_8_SP,COMMENT,13
&&,1_SP,--,1
IDENTIFIER,1_NL_38_SP,{,1
STRING_LITERAL,1_NL_19_SP,+,1
),1_NL_56_SP,throws,1
;,1_NL_15_SP,return,2
;,1_NL_71_SP,IDENTIFIER,5
+,1_NL_68_SP,STRING_LITERAL,1
:,1_NL_4_SP,switch,3
),1_NL_56_SP,{,5
;,2_NL_31_SP,IDENTIFIER,1
",",1_NL_33_SP,boolean,2
),1_NL_10_SP,.,36
",",1_NL_31_SP,new,5
IDENTIFIER,1_NL_30_SP,COMMENT,1
;,1_NL_30_SP,this,1
),1_NL_15_SP,?,2
&&,1_NL_7_SP,this,2
",",1_NL_22_SP,this,2
=,1_SP,long,1
=,1_SP,double,1
=,1_SP,boolean,1
=,1_SP,byte,1
{,1_NL_3_SP,assert,1
return,1_SP,void,1
],1_SP,",",1
INTEGER_LITERAL,1_NL_5_SP,&&,1
INTEGER_LITERAL,1_NL_8_SP,||,4
),1_NL_21_SP,?,1
=,3_SP,BINARY_LITERAL,1
+,1_NL_34_SP,STRING_LITERAL,3
;,1_NL_34_SP,assert,2
),1_NL_49_SP,.,1
;,2_NL_49_SP,IDENTIFIER,1
(,1_NL_16_SP,COMMENT,2
",",1_NL_14_SP,IDENTIFIER,1
),1_NL_22_SP,private,4
;,1_NL_67_SP,},1
",",0_None,long,2
:,1_NL_46_SP,(,1
;,1_NL_46_SP,IDENTIFIER,2
;,1_NL_61_SP,},1
STRING_LITERAL,1_NL_16_SP,),4
||,1_NL,this,3
;,2_NL_16_SP,long,1
->,1_SP,DECIMAL_LITERAL,1
;,15_SP,COMMENT,5
;,12_SP,COMMENT,2
COMMENT,2_NL_8_SP,private,1
enum,2_SP,IDENTIFIER,1
{,2_NL_4_SP,class,1
||,16_SP,COMMENT,1
||,11_SP,COMMENT,1
;,1_NL_63_SP,IDENTIFIER,2
;,2_NL_16_SP,try,1
&&,1_NL_17_SP,IDENTIFIER,1
IDENTIFIER,2_SP,%,1
BOOL_LITERAL,1_NL_8_SP,),2
",",1_NL_41_SP,STRING_LITERAL,1
;,2_NL_41_SP,IDENTIFIER,1
),1_NL_5_SP,.,2
->,1_NL_18_SP,{,2
;,1_NL_18_SP,IDENTIFIER,11
;,1_NL_17_SP,if,1
),1_NL_57_SP,{,1
=,12_SP,BINARY_LITERAL,1
=,6_SP,BINARY_LITERAL,1
STRING_LITERAL,2_NL_16_SP,),1
else,2_NL,{,1
;,1_NL_8_SP,do,2
INTEGER_LITERAL,1_NL_7_SP,COMMENT,1
},2_NL,short,1
:,1_NL_4_SP,final,1
?,1_NL_20_SP,(,1
{,1_NL_8_SP,switch,1
else,2_SP,COMMENT,1
COMMENT,1_NL_24_SP,IDENTIFIER,9
COMMENT,2_NL_24_SP,COMMENT,1
{,0_None,-,3
],1_NL,COMMENT,1
COMMENT,0_None,},3
;,1_NL_57_SP,this,5
;,2_NL_57_SP,this,1
",",1_NL_15_SP,STRING_LITERAL,2
;,2_NL_15_SP,for,1
),1_NL_25_SP,throws,1
;,2_NL_33_SP,IDENTIFIER,1
+,1_NL_41_SP,IDENTIFIER,1
;,2_NL_41_SP,public,2
->,1_NL_17_SP,{,1
/,2_SP,(,1
IDENTIFIER,1_NL_15_SP,?,1
",",1_SP,},1
),1_NL_27_SP,.,2
{,2_NL_4_SP,while,1
+,1_NL_39_SP,STRING_LITERAL,2
;,2_NL_39_SP,public,2
;,1_NL_46_SP,case,1
",",1_NL_21_SP,STRING_LITERAL,2
;,1_NL_25_SP,case,1
",",1_NL_11_SP,AT,1
),1_NL_16_SP,private,12
?,1_NL_21_SP,(,1
;,14_SP,COMMENT,1
=,8_SP,IDENTIFIER,2
=,4_SP,IDENTIFIER,4
COMMENT,1_NL_47_SP,IDENTIFIER,4
COMMENT,1_NL_47_SP,public,4
=,12_SP,IDENTIFIER,1
=,6_SP,IDENTIFIER,3
=,9_SP,IDENTIFIER,1
=,5_SP,IDENTIFIER,3
->,1_NL_27_SP,{,1
),1_NL_36_SP,?,1
;,1_NL_28_SP,return,1
->,1_NL_11_SP,{,1
;,1_NL_22_SP,IDENTIFIER,1
),1_NL_11_SP,.,1
->,1_NL_12_SP,{,1
;,2_NL_54_SP,protected,1
},1_NL_16_SP,),1
(,1_NL_8_SP,byte,1
",",1_NL_1_SP,COMMENT,1
protected,2_SP,final,1
),1_NL_52_SP,.,1
&&,1_NL_44_SP,IDENTIFIER,1
),1_NL_3_SP,throws,1
?,1_NL_25_SP,IDENTIFIER,1
:,1_NL_36_SP,IDENTIFIER,1
COMMENT,1_SP,&&,1
+,8_SP,COMMENT,7
;,2_NL_42_SP,IDENTIFIER,5
IDENTIFIER,1_NL_19_SP,:,1
),1_NL_62_SP,:,1
;,1_NL,--,5
;,1_NL_42_SP,try,1
;,1_NL_11_SP,case,2
{,1_NL_4_SP,--,1
;,1_NL_38_SP,return,1
),1_NL_61_SP,{,2
+,1_NL_40_SP,IDENTIFIER,2
COMMENT,2_NL_40_SP,private,1
;,2_NL_34_SP,IDENTIFIER,1
->,1_NL_8_SP,(,1
;,2_NL_49_SP,return,1
",",1_NL_26_SP,INTEGER_LITERAL,1
IDENTIFIER,1_NL_40_SP,{,1
",",1_NL_32_SP,new,1
;,2_NL_36_SP,default,1
",",1_NL_53_SP,AT,1
",",1_NL_25_SP,new,1
),1_NL_39_SP,),1
;,1_NL_32_SP,case,1
),1_NL_17_SP,.,1
{,1_NL_5_SP,private,7
),1_NL_32_SP,:,1
;,2_NL_35_SP,public,1
(,0_None,BINARY_LITERAL,18
BINARY_LITERAL,1_SP,&,9
->,1_NL_7_SP,{,1
),1_NL_7_SP,.,3
),1_NL_41_SP,.,1
->,1_NL_9_SP,{,1
IDENTIFIER,1_NL_63_SP,{,1
",",1_NL_72_SP,IDENTIFIER,1
;,1_NL_76_SP,},1
",",1_NL_22_SP,AT,1
;,2_NL_15_SP,IDENTIFIER,1
),1_NL_57_SP,.,1
->,1_NL_6_SP,{,1
),1_NL_15_SP,.,1
;,1_NL_31_SP,case,1
(,1_NL_24_SP,IDENTIFIER,2
",",1_NL_23_SP,IDENTIFIER,1
;,2_NL_63_SP,return,1
),1_NL_3_SP,.,1
->,1_NL_65_SP,{,1
;,2_NL_27_SP,if,1
native,1_SP,long,1
COMMENT,1_NL_16_SP,long,1
:,1_NL_4_SP,short,1
:,1_NL_4_SP,float,1
:,1_NL_4_SP,double,1
;,1_NL_19_SP,},1
},1_NL_23_SP,IDENTIFIER,1
IDENTIFIER,1_NL_77_SP,:,1
|=,1_SP,!,2
;,1_NL_67_SP,return,1
),1_NL_7_SP,&&,2
),1_NL_47_SP,.,1
;,1_NL_25_SP,COMMENT,3
",",1_NL_20_SP,(,1
;,2_NL_24_SP,},1
",",1_NL_23_SP,boolean,1
IDENTIFIER,6_SP,COMMENT,1
;,1_NL_77_SP,IDENTIFIER,1
;,2_NL_77_SP,if,1
+,1_NL_28_SP,STRING_LITERAL,2
+,1_NL_28_SP,IDENTIFIER,1
(,2_SP,new,1
",",1_NL_47_SP,boolean,1
;,1_NL_9_SP,IDENTIFIER,7
;,2_NL_6_SP,return,1
",",1_NL_19_SP,AT,1
<<,1_SP,-,2
;,2_NL_35_SP,IDENTIFIER,9
>>=,1_SP,IDENTIFIER,1
->,1_NL_16_SP,{,1
+,1_NL_41_SP,INTEGER_LITERAL,1
{,2_NL_2_SP,byte,1
IDENTIFIER,1_SP,byte,1
{,2_NL_2_SP,class,4
),1_NL_4_SP,new,2
>,1_NL_4_SP,extends,2
{,2_NL_2_SP,super,2
{,2_NL_6_SP,static,2
COMMENT,1_NL_1_SP,public,5
",",1_NL_4_SP,(,3
;,1_NL_2_SP,while,1
this,1_NL_4_SP,.,1
{,1_NL_36_SP,COMMENT,12
{,2_NL_1_SP,IDENTIFIER,13
{,0_None,DECIMAL_LITERAL,4
DECIMAL_LITERAL,0_None,},4
",",1_NL_24_SP,COMMENT,4
",",1_NL_32_SP,COMMENT,2
COMMENT,1_NL_32_SP,IDENTIFIER,2
),1_NL_15_SP,throws,38
COMMENT,2_NL_8_SP,try,40
COMMENT,3_NL_8_SP,COMMENT,26
{,1_NL_22_SP,return,67
{,2_NL_39_SP,COMMENT,9
{,1_NL_7_SP,super,1
",",1_NL_39_SP,boolean,1
{,1_NL_29_SP,return,1
",",1_NL_16_SP,new,1
{,1_NL_54_SP,IDENTIFIER,5
{,1_NL_16_SP,COMMENT,12
COMMENT,1_NL_20_SP,IDENTIFIER,18
{,2_NL_22_SP,try,5
",",1_NL_38_SP,boolean,14
{,1_NL_7_SP,this,3
},2_NL_12_SP,COMMENT,11
),1_NL_51_SP,throws,4
",",1_NL_60_SP,int,4
),1_NL_52_SP,throws,4
),1_NL_58_SP,throws,11
;,2_NL,continue,1
",",1_NL_53_SP,boolean,3
{,1_NL_49_SP,return,1
{,1_NL_42_SP,short,1
public,2_SP,static,23
",",1_NL_20_SP,COMMENT,11
COMMENT,1_NL_28_SP,IDENTIFIER,11
;,1_NL_20_SP,COMMENT,16
),1_NL_20_SP,throws,11
;,1_NL_28_SP,COMMENT,11
COMMENT,1_NL_16_SP,},16
",",1_NL_35_SP,boolean,11
",",1_NL_29_SP,boolean,1
{,1_NL_25_SP,if,7
{,2_NL_23_SP,if,1
COMMENT,2_NL_16_SP,IDENTIFIER,1
{,2_NL_38_SP,IDENTIFIER,3
{,1_NL_62_SP,COMMENT,3
{,1_NL_44_SP,try,3
{,1_NL_46_SP,try,3
),1_NL_42_SP,throws,3
{,1_NL_39_SP,COMMENT,3
",",10_SP,COMMENT,2
",",16_SP,COMMENT,1
",",9_SP,COMMENT,1
",",23_SP,COMMENT,1
",",22_SP,COMMENT,1
",",6_SP,COMMENT,1
),1_NL_17_SP,COMMENT,8
COMMENT,1_NL_20_SP,.,8
{,1_NL_31_SP,if,2
",",1_NL_25_SP,double,1
=,1_NL_13_SP,IDENTIFIER,12
{,1_NL_9_SP,while,12
COMMENT,1_NL_8_SP,this,3
",",7_SP,COMMENT,6
COMMENT,1_NL_16_SP,for,2
},2_NL_8_SP,protected,1
COMMENT,1_NL_12_SP,case,2
;,3_NL_28_SP,},1
{,1_NL_36_SP,return,1
",",1_NL_34_SP,boolean,1
{,1_NL_30_SP,COMMENT,1
{,1_NL_41_SP,return,1
{,1_NL_30_SP,return,4
),1_NL_50_SP,throws,2
COMMENT,2_NL_12_SP,IDENTIFIER,2
;,3_NL_8_SP,if,1
COMMENT,2_NL_8_SP,final,1
COMMENT,1_NL_20_SP,COMMENT,2
COMMENT,1_NL_24_SP,COMMENT,1
COMMENT,1_NL_24_SP,default,1
COMMENT,1_NL_16_SP,break,1
{,1_NL_38_SP,if,1
{,1_NL_45_SP,return,1
{,1_NL_46_SP,IDENTIFIER,27
{,1_NL_25_SP,IDENTIFIER,94
COMMENT,4_NL_4_SP,protected,1
{,1_NL_41_SP,COMMENT,1
COMMENT,2_NL_4_SP,static,1
",",1_NL_12_SP,long,1
COMMENT,1_NL_16_SP,.,1
COMMENT,1_NL_12_SP,switch,2
;,1_NL_2_TB,private,1
COMMENT,1_NL_2_TB,),22
COMMENT,1_NL_2_TB,new,4
COMMENT,1_NL_2_TB,new,2
this,1_NL_2_TB,.,3
COMMENT,1_NL_2_TB,this,5
COMMENT,1_NL_2_TB,STRING_LITERAL,1
(,1_NL,COMMENT,1
IDENTIFIER,1_NL_2_TB,COMMENT,1
),1_NL_2_TB,COMMENT,1
{,1_NL_1_TB,continue,1
COMMENT,1_NL_2_TB,.,136
COMMENT,1_NL_4_TB,),3
{,1_NL_3_TB,this,1
),1_NL_2_TB,int,2
),1_NL_3_SP,int,1
),1_NL_1_TB,IDENTIFIER,1
COMMENT,1_NL_2_TB,IDENTIFIER,137
COMMENT,2_NL_2_TB,IDENTIFIER,2
COMMENT,1_NL_3_SP,COMMENT,4
IDENTIFIER,1_NL_2_TB,implements,8
{,1_NL_1_TB,;,1
",",2_NL_2_TB,new,1
;,1_NL_2_TB,this,1
:,1_NL_1_TB,continue,1
COMMENT,1_NL_4_TB,break,1
:,1_NL_1_TB,this,9
COMMENT,1_NL_2_TB,+,2
COMMENT,2_NL_2_TB,new,1
",",2_NL,new,1
",",1_NL_2_TB,COMMENT,1
COMMENT,1_NL_4_TB,new,4
COMMENT,1_NL_2_TB,COMMENT,1
",",1_NL_2_TB,COMMENT,2
),1_NL_2_TB,boolean,1
{,2_NL,case,1
{,2_NL_1_TB,AT,2
default,1_SP,HEX_LITERAL,1
IDENTIFIER,1_NL_2_SP,||,4
NULL_LITERAL,1_NL_2_SP,||,3
==,1_SP,COMMENT,6
{,1_NL,AT,19
),1_NL_2_SP,&&,9
COMMENT,1_NL_2_SP,default,5
COMMENT,1_NL_16_SP,IDENTIFIER,2
),1_NL_2_SP,return,137
),1_NL_2_SP,throw,10
;,1_NL_2_SP,throw,1
;,1_SP,import,1
),1_NL_2_SP,continue,4
COMMENT,1_NL_12_SP,IDENTIFIER,1
;,1_NL_2_SP,else,41
;,1_NL_6_SP,else,1
else,1_NL_2_SP,IDENTIFIER,23
else,1_NL_2_SP,return,6
;,2_NL_2_SP,return,12
;,2_NL_2_SP,boolean,4
},2_NL,{,6
),1_NL_2_SP,return,2
IDENTIFIER,1_NL_7_SP,COMMENT,1
),1_NL_11_SP,?,1
",",1_SP,{,5
{,1_NL_2_SP,++,4
STRING_LITERAL,0_None,],1
COMMENT,1_NL,++,20
++,0_None,this,11
COMMENT,1_NL_4_SP,&&,2
COMMENT,1_NL_3_SP,?,3
COMMENT,1_NL_3_SP,:,2
;,1_NL_10_SP,return,1
INTEGER_LITERAL,1_NL_2_SP,},1
{,1_NL_2_SP,--,1
),1_NL_23_SP,),6
;,2_NL_28_SP,if,6
STRING_LITERAL,0_None,::,5
{,2_NL_27_SP,for,8
;,2_NL_38_SP,IDENTIFIER,8
;,2_NL_11_SP,COMMENT,14
),1_NL_40_SP,.,7
;,2_NL_51_SP,return,7
{,1_NL_37_SP,AT,7
{,1_NL_28_SP,return,9
;,2_NL_1_SP,private,5
{,1_NL_33_SP,if,3
{,1_NL_44_SP,IDENTIFIER,10
;,1_NL_26_SP,default,1
;,2_NL_49_SP,},2
;,2_NL_26_SP,if,2
),1_NL_30_SP,),1
;,2_NL_21_SP,return,1
),1_NL_25_SP,),1
),1_NL_51_SP,.,2
),1_NL_51_SP,.,2
;,2_NL_11_SP,int,2
{,1_NL_13_SP,int,2
{,1_NL_26_SP,AT,2
class,1_SP,?,4
default,1_SP,-,36
),1_NL_24_SP,),5
(,1_NL,new,1
class,1_NL_8_SP,),1
{,1_NL_16_SP,final,6
this,1_NL_4_SP,),4
{,1_NL_26_SP,throw,1
",",1_NL_8_SP,this,10
{,1_NL_30_SP,final,8
=,1_NL_6_SP,IDENTIFIER,7
;,2_NL_6_SP,AT,2
{,1_NL_3_SP,AT,23
extends,1_NL_6_SP,IDENTIFIER,2
>,1_NL_6_SP,{,2
",",1_NL_3_SP,final,3
),1_NL_3_SP,{,11
(,1_NL_3_SP,new,8
),1_NL_3_SP,throws,3
IDENTIFIER,1_NL_3_SP,{,5
=,1_NL_3_SP,STRING_LITERAL,3
STRING_LITERAL,1_NL_3_SP,+,3
IDENTIFIER,1_NL_6_SP,{,5
),1_NL_9_SP,private,1
;,1_NL_3_SP,if,2
||,1_NL_3_SP,(,4
&&,1_NL_9_SP,!,2
else,1_NL_3_SP,IDENTIFIER,2
;,2_NL_3_SP,if,4
default,1_SP,public,5
{,1_NL_3_SP,case,1
:,1_NL_3_SP,IDENTIFIER,9
;,2_NL_3_SP,default,1
:,1_NL_3_SP,throw,1
+,1_NL_3_SP,IDENTIFIER,1
IDENTIFIER,1_NL_3_SP,implements,7
>,1_NL_3_SP,{,7
;,2_NL_6_SP,COMMENT,6
=,1_NL_6_SP,new,2
=,1_NL_6_SP,STRING_LITERAL,1
;,1_NL_6_SP,long,1
(,1_NL_6_SP,IDENTIFIER,1
(,1_NL_6_SP,STRING_LITERAL,1
),1_NL_3_SP,throw,2
;,2_NL_9_SP,if,2
),1_NL_3_SP,return,5
;,2_NL_3_SP,throw,2
;,2_NL_3_SP,return,1
},3_NL_1_SP,COMMENT,2
{,1_NL_11_SP,AT,5
;,2_NL_40_SP,static,5
",",1_NL_40_SP,INTEGER_LITERAL,2
NULL_LITERAL,1_NL_7_SP,&&,6
IDENTIFIER,1_NL_11_SP,||,1
{,1_NL_9_SP,IDENTIFIER,1
(,1_NL_4_SP,COMMENT,2
IDENTIFIER,2_SP,|,14
{,2_NL_15_SP,IDENTIFIER,7
COMMENT,1_NL_24_SP,if,5
{,2_NL_34_SP,IDENTIFIER,6
{,1_NL_27_SP,COMMENT,6
;,2_NL_8_SP,(,6
},1_NL_24_SP,COMMENT,6
COMMENT,1_NL_20_SP,case,6
;,1_SP,this,1
BOOL_LITERAL,1_SP,?,6
{,1_NL_16_SP,super,7
{,1_NL_38_SP,return,4
{,1_NL_26_SP,return,2
{,1_NL_13_SP,super,3
{,1_NL_35_SP,return,3
;,2_NL_3_SP,final,1
{,1_NL_5_TB,throw,1
;,1_NL_5_TB,},1
),1_NL_1_TB,++,6
},2_NL_9_SP,AT,97
),1_NL_3_TB,{,23
;,1_NL_1_TB,break,45
>,1_SP,double,59
{,1_NL_1_TB,--,3
COMMENT,1_NL_2_TB,final,6
},1_NL,class,14
},4_NL_3_TB,IDENTIFIER,2
{,2_NL_1_TB,abstract,9
;,4_NL,final,1
;,1_NL_3_TB,for,4
&&,1_NL_1_SP,IDENTIFIER,7
IDENTIFIER,1_NL_9_TB,COMMENT,1
COMMENT,1_NL_3_TB,throw,3
},2_NL_3_TB,IDENTIFIER,7
{,1_NL_13_SP,AT,6
IDENTIFIER,1_NL_12_TB,public,6
},2_NL_12_SP,AT,6
},1_NL_13_TB,},6
:,1_NL,break,14
{,1_SP,HEX_LITERAL,13
