token_1,ws,token_2,count
",",1_NL_8_SP,COMMENT,15
COMMENT,1_NL_4_SP,public,3
),1_SP,++,5
+=,2_SP,STRING_LITERAL,4
/,1_SP,++,16
<,1_NL_8_SP,IDENTIFIER,14
|,1_NL_8_SP,(,4
{,2_NL_4_SP,protected,7
COMMENT,1_NL_12_SP,return,12
+,1_NL_16_SP,IDENTIFIER,5
},3_NL_4_SP,COMMENT,1
),1_NL_8_SP,COMMENT,24
COMMENT,1_NL,||,7
{,1_NL_4_SP,do,8
&&,1_NL_8_SP,this,5
(,1_NL_12_SP,STRING_LITERAL,5
COMMENT,2_NL_4_SP,},4
;,1_NL_1_SP,IDENTIFIER,13
;,1_NL_1_SP,return,12
IDENTIFIER,1_NL_4_SP,COMMENT,2
COMMENT,1_SP,IDENTIFIER,16
",",1_NL_4_SP,},21
COMMENT,1_NL_3_SP,if,7
(,1_NL_8_SP,(,80
{,1_NL_4_SP,boolean,56
IDENTIFIER,1_NL_3_TB,public,186
{,1_NL_7_SP,return,23
;,1_NL_14_TB,COMMENT,5
COMMENT,1_NL_14_SP,if,5
COMMENT,1_NL,volatile,5
NULL_LITERAL,9_SP,?,1
:,1_NL_16_SP,IDENTIFIER,26
:,1_NL_20_SP,INTEGER_LITERAL,1
/=,1_SP,INTEGER_LITERAL,5
;,2_NL,char,12
),1_NL,<,6
=,2_SP,INTEGER_LITERAL,7
;,1_NL_8_SP,byte,3
IDENTIFIER,1_NL_8_SP,-,20
(,1_NL_8_SP,!,1
COMMENT,2_NL,long,11
COMMENT,1_NL_6_SP,IDENTIFIER,50
{,1_NL_8_SP,this,4
[,0_None,++,445
STRING_LITERAL,1_NL_8_SP,:,6
static,1_SP,short,41
{,1_NL_4_SP,new,86
COMMENT,1_NL_8_SP,COMMENT,33
{,1_NL_8_SP,IDENTIFIER,97
+,1_NL_12_SP,IDENTIFIER,1
;,1_NL_8_SP,final,31
{,1_SP,new,7
;,1_NL_3_SP,COMMENT,2
COMMENT,1_NL,),4
COMMENT,1_NL_8_SP,for,1
<,1_NL_4_SP,IDENTIFIER,34
{,2_NL,private,37
;,2_NL_20_SP,},14
;,2_NL_8_SP,super,11
IDENTIFIER,1_NL_8_SP,IDENTIFIER,60
;,2_NL_4_SP,synchronized,6
{,1_NL_4_SP,private,59
),1_NL_8_SP,public,251
{,1_NL_4_SP,static,324
{,1_NL,for,12
{,2_NL,try,5
STRING_LITERAL,1_NL_14_SP,+,12
;,2_NL_14_SP,COMMENT,5
{,1_NL_4_SP,switch,15
{,2_NL,for,5
),1_NL_4_SP,AT,23
{,2_NL_4_SP,for,13
STRING_LITERAL,1_NL_31_SP,+,7
;,2_NL_31_SP,COMMENT,9
{,2_NL_4_SP,return,18
STRING_LITERAL,1_NL_9_SP,+,3
;,2_NL_9_SP,COMMENT,4
COMMENT,1_NL_1_SP,protected,1
IDENTIFIER,1_NL,=,5
COMMENT,1_NL_1_SP,AT,4
COMMENT,2_NL_4_SP,private,19
COMMENT,1_NL,import,31
;,2_NL_5_SP,},5
COMMENT,2_NL,super,5
=,1_NL_3_SP,(,4
{,1_NL_12_SP,IDENTIFIER,192
COMMENT,1_NL_4_SP,private,3
;,2_NL,new,10
{,2_NL_4_SP,throw,4
extends,1_NL,IDENTIFIER,1
{,1_NL,final,6
COMMENT,1_NL,case,42
",",1_NL_63_SP,final,4
",",1_NL_70_SP,final,3
),1_SP,HEX_LITERAL,301
",",2_NL_8_SP,COMMENT,54
),2_SP,HEX_LITERAL,2
),0_None,HEX_LITERAL,1
INTEGER_LITERAL,1_NL_8_SP,?,9
{,1_NL_3_TB,super,2
{,1_NL_4_SP,{,21
{,1_NL_18_SP,this,31
NULL_LITERAL,2_SP,&&,7
",",1_NL_21_SP,final,36
{,1_NL_8_SP,super,3
",",1_NL_36_SP,AT,6
{,1_NL_34_SP,return,8
IDENTIFIER,1_SP,long,8
?,1_NL_12_SP,NULL_LITERAL,1
;,2_NL_16_SP,IDENTIFIER,142
;,2_NL_57_SP,},1
},1_NL_3_SP,},440
{,1_NL_3_SP,final,229
{,1_NL_3_SP,if,151
{,1_NL_3_SP,double,13
+,1_NL_6_SP,IDENTIFIER,22
;,1_NL_6_SP,return,19
{,1_NL_3_SP,int,39
;,1_NL_6_SP,COMMENT,14
COMMENT,1_NL_3_SP,},3
",",1_NL_6_SP,final,17
{,1_NL_3_SP,this,16
),1_NL_6_SP,throws,32
{,1_NL_3_SP,IDENTIFIER,26
},2_NL_3_SP,},47
",",1_NL_6_SP,new,6
{,1_NL_3_SP,throw,44
},3_NL_3_SP,},3
{,1_NL_3_SP,if,5
{,1_NL_3_SP,final,11
{,1_NL_3_SP,boolean,10
{,1_NL_3_SP,for,21
{,1_NL_3_SP,super,36
),1_NL_6_SP,+,2
{,1_NL_3_SP,while,2
{,1_NL_3_SP,;,8
IDENTIFIER,1_NL_6_SP,.,5
COMMENT,2_NL_3_SP,public,1
{,1_NL_3_SP,super,8
;,2_NL_6_SP,IDENTIFIER,11
{,1_NL_3_SP,try,12
{,1_NL_3_SP,COMMENT,51
{,2_NL_3_SP,protected,4
COMMENT,1_NL_6_SP,this,6
&&,1_NL_6_SP,IDENTIFIER,11
{,1_NL_3_SP,public,12
:,0_None,NULL_LITERAL,4
&=,1_SP,this,5
{,1_NL_3_SP,private,14
;,1_NL_1_SP,COMMENT,12
COMMENT,1_NL_1_TB,private,2
COMMENT,3_NL_3_SP,},1
),1_NL_6_SP,public,1
{,2_NL_3_SP,final,6
),1_NL_6_SP,:,3
;,1_NL_6_SP,final,5
COMMENT,1_NL_3_TB,final,3
;,1_NL_5_SP,final,2
STRING_LITERAL,1_NL_6_SP,+,4
;,1_NL_6_SP,IDENTIFIER,122
),1_NL_6_SP,&&,2
;,1_NL_6_SP,if,5
=,1_NL_4_SP,this,11
;,1_NL_4_SP,final,72
",",1_NL,++,2
STRING_LITERAL,1_NL_2_SP,+,26
STRING_LITERAL,1_NL_4_SP,+,8
default,1_SP,int,34
COMMENT,2_NL,default,5
default,1_SP,float,2
default,1_SP,double,7
default,1_SP,long,30
",",1_NL_4_SP,this,19
IDENTIFIER,1_SP,^=,43
^=,1_SP,IDENTIFIER,30
>,1_SP,...,1
final,1_SP,<,86
final,2_SP,IDENTIFIER,5
?,1_NL_1_TB,(,1
:,1_NL,new,10
;,1_NL_2_TB,),1
COMMENT,1_NL_1_TB,package,2
&&,1_NL_1_TB,IDENTIFIER,1
;,2_NL_2_SP,static,3
=,1_NL_2_SP,STRING_LITERAL,21
;,2_NL_2_SP,AT,3
=,1_NL_2_SP,new,33
;,1_NL_2_SP,int,11
(,1_NL_2_SP,new,35
{,2_NL,protected,3
{,1_NL,long,8
",",1_NL_2_SP,int,1
;,1_NL_2_SP,if,116
",",1_NL_2_SP,INTEGER_LITERAL,1
;,1_NL_2_SP,for,11
extends,1_NL_2_SP,IDENTIFIER,4
{,1_NL,double,3
;,1_NL_2_SP,public,15
=,0_None,DECIMAL_LITERAL,8
this,1_NL_2_SP,.,2
",",1_NL_2_SP,STRING_LITERAL,11
+=,1_NL_2_SP,IDENTIFIER,2
],1_SP,/=,3
;,1_NL_2_SP,long,1
;,1_NL_2_SP,double,2
{,1_NL_2_SP,},17
=,1_NL_2_SP,DECIMAL_LITERAL,1
IDENTIFIER,1_NL_2_SP,implements,3
],1_NL_2_SP,/,1
{,2_NL_2_SP,},1
INTEGER_LITERAL,1_NL_2_SP,||,3
>,1_NL_2_SP,implements,1
;,2_NL_2_SP,private,6
IDENTIFIER,1_NL_6_SP,||,1
{,2_NL_2_SP,AT,20
{,1_NL_2_SP,public,1
",",1_NL_1_SP,AT,3
{,1_NL_1_SP,boolean,1
{,2_NL_2_SP,final,1
{,2_NL_2_SP,public,22
IDENTIFIER,1_NL_2_SP,<,1
implements,1_NL_13_SP,IDENTIFIER,1
{,2_NL_11_SP,COMMENT,1
},1_NL_6_SP,},10
{,2_NL_3_SP,COMMENT,2
IDENTIFIER,1_NL_4_SP,<,1
{,2_NL_2_SP,return,16
{,1_NL_66_SP,IDENTIFIER,1
{,1_NL_6_SP,return,2
;,1_NL_11_SP,IDENTIFIER,3
;,1_NL_16_SP,private,13
;,2_NL_16_SP,private,33
;,3_NL_16_SP,AT,1
(,1_NL_8_SP,AT,149
),1_SP,long,63
try,1_NL,{,3918
IDENTIFIER,1_NL_4_SP,{,584
),4_SP,COMMENT,1
;,1_NL_3_SP,return,1
COMMENT,2_NL,void,16
IDENTIFIER,1_NL_36_SP,{,1
{,1_SP,INTEGER_LITERAL,3
INTEGER_LITERAL,1_SP,},4
},12_NL,EOF,2
;,2_NL_1_SP,IDENTIFIER,7
;,2_NL_1_SP,IDENTIFIER,4
{,1_NL_4_SP,public,13
{,1_NL_8_SP,},8
void,1_NL,IDENTIFIER,11
=,0_None,{,45
private,4_SP,IDENTIFIER,1
},7_NL,EOF,2
{,2_NL_4_SP,boolean,1
;,5_SP,COMMENT,33
;,1_NL_28_SP,IDENTIFIER,3
COMMENT,1_NL_4_SP,try,3
},40_NL,EOF,2
;,2_NL_8_SP,try,39
IDENTIFIER,1_NL_8_SP,(,12
},11_NL,EOF,2
{,1_NL_1_SP,static,1
;,2_NL_3_SP,COMMENT,4
super,1_SP,(,1
;,1_NL_7_SP,},32
),1_NL_1_SP,public,1
{,2_NL_3_SP,AT,2
),1_NL_10_SP,IDENTIFIER,1
+,1_NL_20_SP,STRING_LITERAL,2
+,1_NL_19_SP,STRING_LITERAL,5
;,1_NL_23_SP,IDENTIFIER,13
",",0_None,boolean,1
=,1_NL_1_SP,STRING_LITERAL,1
;,1_NL_1_SP,private,1
{,2_NL_4_SP,if,19
;,1_NL_14_SP,IDENTIFIER,3
),1_NL_23_SP,throws,1
+,1_NL_32_SP,STRING_LITERAL,1
",",1_NL_21_SP,(,1
?,1_NL_2_SP,IDENTIFIER,1
;,2_NL_27_SP,IDENTIFIER,5
",",1_NL_1_SP,IDENTIFIER,2
;,1_NL_5_SP,return,1
{,2_NL_4_SP,final,1
;,2_NL_1_SP,try,1
volatile,1_SP,static,1
),1_NL_16_SP,},24
),2_NL,AT,4
IDENTIFIER,1_NL,implements,32
{,3_NL,COMMENT,1
),1_NL_11_SP,throws,1
},15_NL,EOF,1
;,2_NL_5_SP,IDENTIFIER,1
(,1_NL_5_SP,IDENTIFIER,2
finally,0_None,{,3
},1_NL,++,21
},18_NL,EOF,1
{,2_NL_3_SP,this,1
;,1_NL_10_SP,IDENTIFIER,4
;,2_NL_10_SP,IDENTIFIER,3
=,1_NL_3_SP,IDENTIFIER,1
;,2_NL_3_SP,IDENTIFIER,8
;,1_NL_12_SP,else,1
;,1_NL_20_SP,else,1
static,1_SP,public,9
",",1_NL_1_SP,final,1
),1_NL_1_SP,throws,1
;,1_NL_16_SP,if,86
},1_NL_1_SP,IDENTIFIER,4
),1_NL_33_SP,throws,1
COMMENT,2_NL,switch,5
:,1_NL_4_SP,boolean,3
default,1_SP,:,4
),1_NL_35_SP,{,16
),1_NL_28_SP,throws,27
),1_NL_29_SP,throws,8
;,2_NL_9_SP,IDENTIFIER,2
;,3_NL_4_SP,IDENTIFIER,8
},2_NL_5_SP,},5
),1_NL_8_SP,throws,1
IDENTIFIER,2_SP,&&,3
NULL_LITERAL,1_NL_8_SP,?,40
NULL_LITERAL,1_NL,:,15
COMMENT,1_NL_8_SP,{,1
=,0_None,NULL_LITERAL,15
=,1_NL_7_SP,(,1
;,1_NL_15_SP,IDENTIFIER,5
COMMENT,2_NL_4_SP,void,2
COMMENT,2_NL,<,1
;,2_NL_4_SP,int,1
),3_SP,COMMENT,2
},2_NL_4_SP,IDENTIFIER,1
return,2_SP,NULL_LITERAL,1
},1_NL_4_SP,return,7
),1_NL_8_SP,static,1
},1_NL_5_SP,},13
},19_NL,EOF,1
),2_SP,continue,1
COMMENT,1_NL_8_SP,},17
{,2_NL,int,1
{,2_NL_4_SP,static,1
!=,1_NL_11_SP,IDENTIFIER,1
{,1_NL_7_SP,throw,1
STRING_LITERAL,1_NL_1_SP,+,1
),1_NL_2_SP,private,2
;,3_NL_10_SP,},1
{,2_NL_3_SP,if,2
{,1_NL_20_SP,IDENTIFIER,1
),1_NL_4_SP,throws,1
;,2_NL_16_SP,COMMENT,37
{,1_NL_4_SP,protected,1
;,1_NL_8_SP,assert,8
;,2_NL_4_SP,else,1
static,1_SP,char,16
IDENTIFIER,1_NL,(,2
;,3_NL_1_SP,COMMENT,2
),1_NL_4_SP,super,1
;,2_NL_2_SP,protected,1
;,2_NL_8_SP,final,25
;,3_NL,static,2
{,2_NL_4_SP,super,3
IDENTIFIER,1_NL,final,27
COMMENT,2_NL_4_SP,COMMENT,1
},2_NL_4_SP,public,3
{,1_NL_10_SP,AT,66
;,2_NL_10_SP,},4
(,1_NL_7_SP,STRING_LITERAL,1
class,1_NL_4_SP,),58
{,1_NL_20_SP,super,10
IDENTIFIER,1_NL,static,485
:,3_SP,return,33
;,1_NL,case,821
:,6_SP,return,18
:,5_SP,return,141
:,4_SP,return,112
;,1_NL,default,329
:,8_SP,return,86
{,1_NL_31_SP,super,21
},2_NL,switch,87
->,1_NL_4_SP,new,11
{,1_NL_23_SP,IDENTIFIER,86
{,0_None,new,17
),1_NL_27_SP,throws,16
{,1_NL_21_SP,super,13
(,1_NL,),2
;,2_NL_8_SP,switch,1
],1_NL_4_SP,),8
;,2_NL_4_SP,case,329
;,2_NL_4_SP,default,102
:,7_SP,return,8
:,10_SP,return,10
:,9_SP,return,38
:,12_SP,return,22
NULL_LITERAL,1_NL_4_SP,),36
),1_NL_12_SP,),18
",",1_NL,DECIMAL_LITERAL,11
",",1_NL_17_SP,AT,3
{,2_NL_13_SP,this,2
:,16_SP,return,4
(,1_NL_4_SP,NULL_LITERAL,3
},1_NL_12_SP,),4
:,1_SP,return,203
throws,1_NL_27_SP,IDENTIFIER,1
{,1_NL_19_SP,},1
>=,1_SP,-,5
{,1_NL_35_SP,super,1
COMMENT,2_NL_4_SP,IDENTIFIER,2
INTEGER_LITERAL,1_NL_4_SP,||,2
;,3_NL_3_TB,AT,1
{,1_NL_7_SP,if,15
},1_NL,void,2
;,1_NL_7_TB,},104
{,1_NL_37_SP,super,4
",",2_SP,INTEGER_LITERAL,3
;,1_NL_15_SP,COMMENT,5
;,1_NL_15_SP,this,1
",",1_NL_18_SP,AT,1
{,1_NL_14_SP,this,55
",",1_NL_24_SP,AT,3
{,1_NL_10_SP,this,1
),1_NL_11_SP,.,13
;,1_NL_12_TB,},1
;,1_NL_6_SP,try,2
;,1_NL_11_TB,},10
{,1_NL_10_SP,IDENTIFIER,5
},2_NL_7_TB,},3
(,1_NL_2_SP,COMMENT,1
STRING_LITERAL,1_SP,COMMENT,22
COMMENT,1_NL_2_SP,),9
),0_None,:,11
),1_NL_38_SP,{,20
>,1_NL_4_SP,&&,1
{,0_None,int,4
",",1_NL_8_SP,float,6
?,1_NL_8_SP,(,8
public,1_SP,char,66
{,1_NL_5_SP,void,1
},1_NL_3_TB,COMMENT,1
?,1_NL_4_SP,(,2
},2_NL_1_SP,COMMENT,11
{,2_NL_36_SP,if,5
>,1_NL_8_SP,&&,5
throw,1_SP,(,172
static,1_SP,AT,9
),1_NL_8_SP,^,2
),1_NL,^,1
{,1_NL_28_SP,IDENTIFIER,185
{,3_NL_4_SP,if,4
{,1_NL_4_SP,protected,247
[,0_None,--,12
{,2_NL_4_SP,double,5
;,1_SP,--,27
(,1_NL_4_SP,{,3
(,1_SP,BOOL_LITERAL,1016
BOOL_LITERAL,2_SP,),4
finally,1_NL,{,858
},2_NL_3_TB,private,11
static,1_SP,interface,27
},2_NL_3_SP,static,8
},1_NL,static,9
},1_NL,abstract,12
:,1_SP,if,1
break,1_SP,IDENTIFIER,36
},1_NL_12_SP,},14
COMMENT,2_NL_1_TB,private,3
;,1_NL_12_SP,COMMENT,1
{,1_NL_8_SP,public,1
+,1_NL_44_SP,STRING_LITERAL,5
;,1_NL_3_SP,if,21
},3_NL,this,1
),2_SP,&&,3
;,2_NL,short,8
COMMENT,1_NL_3_SP,int,12
;,1_NL_12_SP,},1
COMMENT,1_NL_8_SP,+,7
},1_NL,char,8
},2_NL_8_SP,COMMENT,24
COMMENT,2_NL_8_SP,IDENTIFIER,20
),1_NL_8_SP,-,3
INTEGER_LITERAL,0_None,*,17
;,2_NL_8_SP,protected,21
COMMENT,3_NL,protected,1
IDENTIFIER,1_NL_9_TB,public,65
{,1_NL_13_SP,IDENTIFIER,1
},2_NL_3_TB,static,4
{,1_NL_7_SP,AT,3
class,2_SP,IDENTIFIER,2
;,2_NL_4_SP,COMMENT,10
},2_NL_4_SP,COMMENT,10
},2_NL_5_SP,COMMENT,1
COMMENT,1_NL_5_SP,private,1
COMMENT,2_NL,static,5
;,1_NL_4_SP,static,2
],1_NL_4_SP,{,1
},0_None,COMMENT,61
COMMENT,2_NL_4_SP,private,2
},1_NL_1_SP,else,1
COMMENT,2_NL_4_SP,try,1
COMMENT,1_NL_4_SP,for,15
),1_NL_4_SP,continue,24
COMMENT,2_NL_4_SP,if,4
",",1_NL_28_SP,boolean,1
;,2_NL,++,3
this,0_None,},1
),1_NL_4_SP,this,8
else,1_NL_4_SP,this,1
else,1_NL_4_SP,throw,27
;,1_NL_4_SP,else,1
),1_NL_8_SP,return,1
;,1_NL_16_SP,else,1
;,1_NL_4_SP,++,1
;,1_NL_10_SP,IDENTIFIER,4
),1_NL_3_TB,public,11
+,0_None,(,5
IDENTIFIER,1_NL_6_SP,AT,1
>,1_NL_2_TB,extends,1
{,2_NL_1_TB,protected,1
},3_NL_3_SP,protected,1
},2_NL_2_TB,AT,1
;,2_NL_2_TB,protected,1
},2_NL_2_TB,protected,1
},2_NL_3_SP,protected,4
static,1_SP,abstract,1
;,1_NL_6_TB,if,6
{,1_NL_7_TB,IDENTIFIER,3
else,1_NL_4_SP,for,1
{,2_NL_4_SP,switch,6
:,1_NL_4_SP,try,19
),1_NL_3_SP,private,13
IDENTIFIER,0_None,COMMENT,55
;,4_SP,COMMENT,37
{,6_SP,COMMENT,8
;,2_NL_1_SP,for,1
{,1_NL_7_SP,super,2
COMMENT,2_NL,import,405
},2_NL_3_SP,public,66
;,2_NL_3_TB,private,7
;,2_NL_3_SP,AT,8
;,2_NL_3_TB,void,8
;,2_NL_3_SP,<,8
;,1_NL,<,64
",",1_NL_24_SP,int,8
;,1_NL_24_SP,<,8
;,2_NL_24_SP,COMMENT,12
;,2_NL_39_TB,void,8
;,1_NL_3_SP,void,13
;,1_NL_3_TB,<,5
;,2_NL_42_SP,void,8
;,2_NL_3_SP,public,8
{,1_NL_2_TB,return,14
;,1_NL_3_TB,IDENTIFIER,19
",",1_NL_6_TB,IDENTIFIER,3
),1_NL_4_SP,),3
;,1_NL_3_SP,try,3
;,2_NL_3_SP,IDENTIFIER,13
},1_NL_3_SP,COMMENT,4
COMMENT,143_SP,package,12
;,2_NL_143_SP,import,12
},1_NL_3_SP,return,1
},2_NL_6_SP,IDENTIFIER,4
},1_NL_3_TB,AT,13
},1_NL_1_SP,return,5
;,1_NL_3_TB,boolean,2
;,2_NL_3_SP,boolean,2
;,1_NL_3_TB,int,4
;,1_NL_3_SP,boolean,3
",",1_NL_52_SP,int,2
;,2_NL_52_SP,IDENTIFIER,2
;,1_NL_3_SP,private,14
{,1_NL_7_SP,final,8
{,1_NL_4_SP,continue,3
;,1_NL_9_SP,IDENTIFIER,7
;,1_NL_10_TB,},9
},2_NL_3_SP,return,2
},2_NL_3_SP,private,28
{,1_NL_7_SP,COMMENT,4
;,2_NL_3_TB,public,7
{,1_NL_4_TB,IDENTIFIER,8
;,2_NL_3_TB,return,8
COMMENT,1_NL_3_TB,public,21
;,1_NL_6_TB,this,2
},2_NL_3_TB,protected,2
),1_NL_1_SP,},2
",",2_NL_11_TB,IDENTIFIER,1
",",1_NL_11_SP,STRING_LITERAL,5
",",1_NL_11_TB,IDENTIFIER,4
;,2_NL_8_SP,<,35
class,1_NL_4_SP,},3
extends,1_NL,COMMENT,353
extends,1_NL_4_SP,COMMENT,211
IDENTIFIER,1_NL_4_SP,IDENTIFIER,185
;,1_NL_4_SP,static,20
{,2_NL_6_SP,public,14
{,1_NL_6_SP,AT,2
),1_NL,static,38
;,1_NL,EOF,101
;,1_NL_4_SP,AT,5
{,1_NL_4_SP,},14
},2_NL_1_SP,AT,2
IDENTIFIER,1_NL_1_SP,public,2
COMMENT,1_NL,enum,43
IDENTIFIER,1_NL,||,16
this,1_SP,:,24
{,1_NL_1_SP,throw,5
),1_NL,package,12
(,1_NL_4_SP,!,20
class,1_SP,&&,15
>,1_NL_4_SP,IDENTIFIER,10
>,1_NL_4_SP,implements,18
this,1_NL,:,4
COMMENT,1_NL_1_SP,IDENTIFIER,13
this,1_NL_4_SP,||,11
transient,1_SP,byte,7
;,1_NL,abstract,6
:,1_SP,super,14
STRING_LITERAL,1_NL_6_SP,},2
{,2_NL_2_SP,abstract,1
",",1_NL_32_SP,boolean,3
;,1_NL_8_SP,static,10
private,2_SP,IDENTIFIER,10
},1_NL_1_SP,if,1
),1_NL,abstract,4
{,1_NL_2_SP,static,1
double,0_None,...,13
boolean,0_None,...,8
IDENTIFIER,1_NL_5_SP,:,1
),1_SP,private,2
},3_NL,<,1
>,1_NL,IDENTIFIER,18
),1_NL,interface,2
->,1_NL,{,670
else,1_NL,{,4493
COMMENT,1_SP,),66
>,1_NL_8_SP,{,105
IDENTIFIER,1_NL_8_SP,{,119
IDENTIFIER,1_NL_36_SP,),2
:,1_NL,{,960
",",2_NL_8_SP,IDENTIFIER,38
IDENTIFIER,1_NL_27_SP,),8
COMMENT,1_NL_28_SP,COMMENT,1
COMMENT,1_NL_28_SP,break,1
STRING_LITERAL,1_SP,?,16
],1_NL_33_SP,+,1
static,1_NL,{,71
do,1_NL,{,325
COMMENT,1_NL_4_SP,break,13
{,2_NL_4_SP,long,17
(,1_SP,{,66
(,1_SP,short,131
),1_NL_25_SP,{,20
),1_NL_43_SP,{,10
{,1_NL_4_SP,interface,32
new,1_SP,),168
(,1_SP,char,221
),1_NL_19_SP,{,24
+,1_NL_7_SP,STRING_LITERAL,83
},2_NL,enum,61
throws,1_NL_8_SP,IDENTIFIER,23
",",1_NL_30_SP,long,1
),1_NL_22_SP,throws,2
;,1_NL_12_SP,default,8
IDENTIFIER,3_SP,=,24
IDENTIFIER,8_SP,=,9
IDENTIFIER,5_SP,=,26
;,3_NL,class,2
+,1_NL_44_SP,IDENTIFIER,16
COMMENT,1_SP,+,121
;,2_NL_44_SP,private,16
(,1_SP,-,169
+,1_SP,COMMENT,42
&&,1_NL_1_SP,(,1
?,1_NL_7_SP,IDENTIFIER,19
),1_NL_36_SP,:,4
COMMENT,1_NL,short,44
|,1_NL_27_SP,IDENTIFIER,4
STRING_LITERAL,1_NL_33_SP,+,12
),1_NL_5_SP,{,72
},2_NL,catch,7
|,1_NL_8_SP,IDENTIFIER,20
+,1_NL_11_SP,STRING_LITERAL,7
;,1_NL_11_SP,throw,1
{,1_NL_4_SP,abstract,30
COMMENT,2_NL_4_SP,AT,30
(,1_SP,),62
--,0_None,],26
),1_NL_34_SP,{,15
[,1_SP,IDENTIFIER,30
IDENTIFIER,1_SP,],20
implements,2_SP,IDENTIFIER,2
public,2_SP,void,3
;,1_NL_8_SP,new,6
),1_NL_32_SP,{,20
;,2_NL_8_SP,this,27
),1_NL_63_SP,{,3
:,1_NL,!,2
{,1_NL_4_SP,volatile,12
;,2_NL,EOF,10
IDENTIFIER,3_SP,COMMENT,4
&&,1_NL_20_SP,IDENTIFIER,2
&&,1_NL_7_SP,!,3
),1_NL_5_SP,||,7
STRING_LITERAL,2_SP,),7
;,1_NL_8_SP,boolean,27
;,2_NL_8_SP,throw,3
?,1_NL_3_SP,IDENTIFIER,1
>,1_NL_8_SP,extends,41
),1_NL_24_SP,{,15
-,1_NL_8_SP,IDENTIFIER,2
),1_NL_12_SP,.,6
STRING_LITERAL,1_NL_36_SP,+,3
IDENTIFIER,2_NL_11_SP,{,1
IDENTIFIER,1_NL_19_SP,{,3
;,2_NL_8_SP,abstract,23
;,2_NL_20_SP,abstract,1
;,2_NL_28_SP,void,2
},2_NL_1_SP,IDENTIFIER,4
),1_NL_46_SP,{,7
COMMENT,2_NL,this,9
{,1_NL_4_SP,default,8
return,1_SP,--,1
&&,1_NL_18_SP,!,1
),1_NL_18_SP,.,1
",",1_NL_73_SP,IDENTIFIER,3
),1_NL_73_SP,{,2
),1_NL_78_SP,{,2
),1_NL_69_SP,{,1
;,2_NL_16_SP,if,51
STRING_LITERAL,1_NL_28_SP,+,2
;,1_NL_28_SP,assert,2
IDENTIFIER,1_NL_71_SP,+,2
;,1_NL_71_SP,assert,2
IDENTIFIER,1_NL_66_SP,+,2
IDENTIFIER,1_NL_51_SP,+,4
;,1_NL_51_SP,assert,2
(,1_SP,DECIMAL_LITERAL,43
instanceof,1_SP,long,18
instanceof,1_SP,int,18
instanceof,1_SP,double,18
instanceof,1_SP,float,18
instanceof,1_SP,boolean,11
instanceof,1_SP,char,12
instanceof,1_SP,short,18
:,1_SP,throw,28
<,0_None,char,7
<,0_None,short,11
COMMENT,1_NL_4_SP,(,1
IDENTIFIER,1_NL_7_SP,?,2
),1_NL_14_SP,{,12
",",1_NL_37_SP,long,4
),1_NL_37_SP,{,22
;,2_NL_8_SP,boolean,27
+,1_NL_16_SP,STRING_LITERAL,23
:,1_NL,do,4
COMMENT,2_NL,abstract,7
++,1_SP,%,2
],1_SP,|,12
),1_NL_21_SP,{,16
),1_NL_22_SP,{,11
),2_NL_37_SP,{,1
->,1_NL_8_SP,!,3
INTEGER_LITERAL,1_SP,],1
;,2_NL,volatile,7
),1_NL_28_SP,{,35
),1_NL_55_SP,{,2
COMMENT,2_NL,enum,2
COMMENT,1_NL_8_SP,STRING_LITERAL,9
+,1_NL_1_SP,STRING_LITERAL,4
",",1_NL_9_SP,IDENTIFIER,4
",",1_NL_16_SP,IDENTIFIER,26
",",2_NL_16_SP,COMMENT,2
",",2_NL_8_SP,;,2
),2_NL_8_SP,;,1
>,1_SP,&,3
(,1_NL_8_SP,this,32
;,1_NL_24_SP,if,2
>,1_SP,long,14
int,0_None,...,93
COMMENT,1_NL_4_SP,long,10
this,1_SP,(,8
^=,1_SP,(,14
&=,1_SP,~,12
--,1_SP,),40
),1_NL_21_SP,:,2
;,2_NL_27_SP,},1
;,2_NL_16_SP,return,19
+,1_NL_34_SP,IDENTIFIER,1
+,1_NL_10_SP,STRING_LITERAL,13
;,2_NL_10_SP,if,2
IDENTIFIER,1_NL_37_SP,{,4
+,1_NL_7_SP,IDENTIFIER,10
",",1_NL_29_SP,byte,1
IDENTIFIER,1_NL_29_SP,{,5
),1_NL_36_SP,{,27
IDENTIFIER,1_NL_35_SP,{,3
IDENTIFIER,1_SP,final,106
",",1_NL_8_SP,AT,77
),1_NL_59_SP,{,4
),1_NL_54_SP,{,8
NULL_LITERAL,1_NL_5_SP,&&,1
),1_NL_13_SP,{,8
(,2_SP,),20
:,1_NL_8_SP,STRING_LITERAL,22
=,1_SP,COMMENT,6
IDENTIFIER,1_NL_10_SP,),1
STRING_LITERAL,1_NL_35_SP,COMMENT,2
COMMENT,1_NL_35_SP,private,2
),1_NL_16_SP,.,48
IDENTIFIER,1_NL_20_SP,{,4
),1_NL_30_SP,{,24
>,1_NL_8_SP,(,1
(,0_None,--,14
:,1_NL_31_SP,IDENTIFIER,1
;,1_NL_31_SP,return,1
),1_NL_62_SP,{,1
),1_NL_15_SP,{,5
;,2_NL_16_SP,protected,3
),1_NL_48_SP,{,5
(,1_NL_8_SP,int,35
public,1_SP,volatile,3
),1_SP,],11
[,1_SP,this,2
),1_NL_42_SP,{,11
